"C_ID","C_TotalSpend","C_Gender","C_Age","C_State","C_Area","C_Product","C_DeviceType","C_ShoppingDuration","C_TimeOfShopping","App_SatisfactionRating","App_Tenure","App_Referral","App_Promotion"
"CXAUQ_10357",502,"M",23,"NSW","Urban","Equipment","Phone_iOS",10,"6:00 PM - 12:00 AM","L",10,0,"No"
"CXAUQ_11741",1379,"M",34,"QLD","Urban","Equipment","Tablet_Android",21,"6:00 PM - 12:00 AM","L",29,0,"No"
"CXAUQ_10121",438,"F",32,"QLD","Urban","Apparel","Tablet_iOS",13,"6:00 AM - 12:00 PM","H",30,0,"No"
"CXAUQ_12869",149,"M",57,"NSW","Urban","Equipment","Tablet_Android",10,"12:00 AM - 6:00 AM","L",28,0,"No"
"CXAUQ_10280",954,"F",37,"QLD","Urban","Equipment","Tablet_Android",10,"6:00 PM - 12:00 AM","H",30,0,"No"
"CXAUQ_10853",1590,"M",46,"NSW","Urban","Equipment","Tablet_iOS",3,"6:00 PM - 12:00 AM","L",12,0,"No"
"CXAUQ_11288",1054,"M",35,"WA","Rural","Equipment","Tablet_Android",22,"6:00 PM - 12:00 AM","H",17,0,"Yes"
"CXAUQ_12572",168,"F",33,"NSW","Rural","Apparel","Phone_iOS",8,"6:00 AM - 12:00 PM","H",10,0,"No"
"CXAUQ_12471",800,"M",30,"NSW","Urban","Equipment","Phone_iOS",5,"12:00 PM - 6:00 PM","L",28,0,"No"
"CXAUQ_12088",782,"M",41,"VIC","Urban","Equipment","Tablet_Android",28,"6:00 AM - 12:00 PM","L",29,0,"No"
"CXAUQ_11199",1573,"M",40,"NT","Urban","Equipment","Tablet_Android",27,"6:00 PM - 12:00 AM","L",4,0,"No"
"CXAUQ_10692",640,"F",34,"WA","Urban","Equipment","Phone_Android",7,"6:00 PM - 12:00 AM","H",21,0,"No"
"CXAUQ_12391",123,"F",46,"VIC","Urban","Apparel","Phone_Android",33,"6:00 AM - 12:00 PM","L",26,0,"No"
"CXAUQ_10433",466,"M",24,"NSW","Urban","Apparel","Tablet_iOS",3,"6:00 AM - 12:00 PM","L",8,0,"No"
"CXAUQ_10243",640,"M",28,"QLD","Urban","Equipment","Phone_Android",6,"6:00 PM - 12:00 AM","L",9,0,"No"
"CXAUQ_11909",131,"M",41,"TAS","Rural","Footwear","Tablet_Android",12,"6:00 AM - 12:00 PM","H",17,0,"No"
"CXAUQ_11995",1152,"M",34,"TAS","Urban","Equipment","Tablet_Android",17,"6:00 PM - 12:00 AM","L",28,0,"Yes"
"CXAUQ_12353",893,"M",43,"SA","Rural","Equipment","Tablet_iOS",30,"12:00 PM - 6:00 PM","L",22,2,"No"
"CXAUQ_11578",234,"F",35,"NSW","Rural","Apparel","Phone_iOS",18,"6:00 AM - 12:00 PM","L",8,0,"No"
"CXAUQ_11876",800,"F",35,"NT","Urban","Equipment","Tablet_Android",18,"6:00 PM - 12:00 AM","H",15,0,"Yes"
"CXAUQ_10586",464,"M",26,"VIC","Urban","Apparel","Tablet_iOS",8,"12:00 PM - 6:00 PM","L",17,0,"No"
"CXAUQ_12893",284,"M",60,"NSW","Rural","Equipment","Tablet_iOS",14,"12:00 AM - 6:00 AM","L",18,0,"No"
"CXAUQ_11895",764,"F",26,"NSW","Urban","Equipment","Phone_Android",3,"6:00 PM - 12:00 AM","H",6,10,"No"
"CXAUQ_11828",1100,"M",40,"QLD","Urban","Equipment","Phone_Android",27,"6:00 PM - 12:00 AM","H",14,0,"No"
"CXAUQ_12408",533,"M",33,"ACT","Rural","Equipment","Phone_iOS",20,"12:00 PM - 6:00 PM","L",26,0,"No"
"CXAUQ_11311",1006,"M",35,"NSW","Rural","Equipment","Phone_iOS",18,"6:00 AM - 12:00 PM","L",29,0,"No"
"CXAUQ_10365",500,"F",27,"VIC","Rural","Apparel","Phone_iOS",25,"6:00 AM - 12:00 PM","H",25,0,"No"
"CXAUQ_10884",173,"M",45,"QLD","Urban","Footwear","Tablet_Android",22,"6:00 PM - 12:00 AM","L",15,2,"No"
"CXAUQ_11402",501,"F",23,"NT","Urban","Equipment","Phone_Android",23,"6:00 AM - 12:00 PM","L",5,0,"Yes"
"CXAUQ_10741",389,"F",22,"QLD","Urban","Equipment","Phone_Android",5,"6:00 PM - 12:00 AM","L",20,0,"No"
"CXAUQ_11678",138,"M",30,"ACT","Urban","Apparel","Phone_iOS",12,"6:00 AM - 12:00 PM","L",30,0,"No"
"CXAUQ_10090",570,"F",33,"QLD","Urban","Equipment","Phone_iOS",5,"6:00 PM - 12:00 AM","L",4,0,"No"
"CXAUQ_10813",1573,"F",35,"ACT","Urban","Equipment","Tablet_iOS",7,"6:00 PM - 12:00 AM","H",27,14,"No"
"CXAUQ_11824",206,"F",46,"QLD","Urban","Equipment","Tablet_Android",33,"6:00 PM - 12:00 AM","L",29,0,"Yes"
"CXAUQ_12712",1407,"M",41,"VIC","Rural","Equipment","Tablet_Android",14,"12:00 AM - 6:00 AM","H",14,4,"Yes"
"CXAUQ_12075",85,"M",40,"NSW","Urban","Apparel","Tablet_Android",27,"6:00 AM - 12:00 PM","H",26,10,"Yes"
"CXAUQ_10174",1014,"F",33,"QLD","Urban","Equipment","Phone_iOS",17,"6:00 PM - 12:00 AM","H",27,0,"Yes"
"CXAUQ_12119",232,"F",22,"NSW","Urban","Apparel","Phone_iOS",22,"6:00 AM - 12:00 PM","H",24,0,"No"
"CXAUQ_12336",132,"F",47,"NT","Rural","Equipment","Tablet_Android",34,"12:00 PM - 6:00 PM","H",20,0,"No"
"CXAUQ_11130",100,"F",35,"TAS","Urban","Footwear","Phone_iOS",15,"6:00 PM - 12:00 AM","L",5,0,"Yes"
"CXAUQ_10421",786,"M",32,"NSW","Urban","Equipment","Phone_iOS",13,"6:00 AM - 12:00 PM","L",7,0,"No"
"CXAUQ_11111",85,"M",44,"VIC","Urban","Apparel","Phone_iOS",9,"6:00 PM - 12:00 AM","L",9,0,"No"
"CXAUQ_11990",1322,"M",32,"WA","Urban","Equipment","Phone_iOS",11,"6:00 PM - 12:00 AM","H",16,0,"Yes"
"CXAUQ_12061",400,"F",26,"NSW","Urban","Footwear","Phone_Android",3,"6:00 PM - 12:00 AM","L",9,0,"No"
"CXAUQ_12518",629,"M",24,"NSW","Urban","Equipment","Phone_iOS",7,"12:00 PM - 6:00 PM","H",16,0,"No"
"CXAUQ_12477",465,"F",23,"WA","Urban","Equipment","Tablet_Android",23,"12:00 PM - 6:00 PM","L",29,0,"Yes"
"CXAUQ_12093",983,"M",41,"NSW","Rural","Equipment","Tablet_Android",28,"6:00 AM - 12:00 PM","H",8,0,"No"
"CXAUQ_12679",605,"F",28,"VIC","Urban","Equipment","Phone_iOS",3,"12:00 AM - 6:00 AM","H",8,9,"No"
