"C_ID","C_TotalSpend","C_Gender","C_Age","C_State","C_Area","C_Product","C_DeviceType","C_ShoppingDuration","C_TimeOfShopping","App_SatisfactionRating","App_Tenure","App_Referral","App_Promotion"
"CXAUQ_12204",626,"M",35,"NSW","Rural","Equipment","Tablet_iOS",10,"12:00 PM - 6:00 PM","H",18,0,"No"
"CXAUQ_11116",100,"M",35,"QLD","Urban","Apparel","Phone_iOS",12,"6:00 PM - 12:00 AM","L",24,0,"No"
"CXAUQ_11606",834,"F",37,"NSW","Rural","Equipment","Tablet_iOS",24,"6:00 AM - 12:00 PM","H",6,7,"No"
"CXAUQ_12641",456,"M",22,"VIC","Urban","Equipment","Phone_iOS",22,"12:00 PM - 6:00 PM","H",24,0,"No"
"CXAUQ_12546",1775,"F",37,"NSW","Rural","Equipment","Tablet_Android",24,"12:00 PM - 6:00 PM","L",21,0,"No"
"CXAUQ_11676",163,"M",47,"WA","Urban","Equipment","Tablet_Android",34,"6:00 PM - 12:00 AM","H",11,0,"Yes"
"CXAUQ_11839",502,"F",28,"QLD","Rural","Equipment","Phone_iOS",3,"6:00 PM - 12:00 AM","H",16,5,"No"
"CXAUQ_12913",124,"M",54,"VIC","Rural","Apparel","Tablet_iOS",11,"12:00 AM - 6:00 AM","L",14,0,"No"
"CXAUQ_11201",700,"F",32,"VIC","Rural","Equipment","Tablet_iOS",15,"6:00 AM - 12:00 PM","L",28,0,"No"
"CXAUQ_12800",1750,"M",35,"WA","Rural","Equipment","Phone_Android",11,"12:00 AM - 6:00 AM","H",2,0,"Yes"
"CXAUQ_12609",1150,"M",41,"TAS","Urban","Equipment","Tablet_Android",28,"12:00 PM - 6:00 PM","H",12,0,"Yes"
"CXAUQ_11635",1358,"F",39,"VIC","Urban","Equipment","Tablet_Android",26,"6:00 PM - 12:00 AM","H",11,0,"No"
"CXAUQ_11945",100,"M",20,"QLD","Urban","Footwear","Phone_iOS",16,"6:00 AM - 12:00 PM","H",15,8,"No"
"CXAUQ_10165",1178,"M",41,"WA","Rural","Equipment","Tablet_Android",10,"6:00 AM - 12:00 PM","H",28,0,"Yes"
"CXAUQ_10099",156,"M",27,"VIC","Urban","Apparel","Tablet_Android",13,"6:00 AM - 12:00 PM","H",27,0,"No"
"CXAUQ_12869",149,"M",57,"NSW","Urban","Equipment","Tablet_Android",10,"12:00 AM - 6:00 AM","L",28,0,"No"
"CXAUQ_11788",1241,"F",37,"QLD","Urban","Equipment","Phone_Android",24,"6:00 PM - 12:00 AM","H",8,0,"Yes"
"CXAUQ_10908",722,"F",30,"ACT","Urban","Equipment","Phone_iOS",5,"6:00 AM - 12:00 PM","L",27,5,"No"
"CXAUQ_11716",258,"F",24,"VIC","Urban","Apparel","Tablet_iOS",9,"6:00 PM - 12:00 AM","L",18,0,"No"
"CXAUQ_10360",498,"F",35,"VIC","Urban","Apparel","Phone_iOS",23,"6:00 AM - 12:00 PM","L",6,0,"No"
"CXAUQ_11553",1335,"M",32,"VIC","Urban","Equipment","Tablet_Android",19,"6:00 AM - 12:00 PM","H",20,8,"No"
"CXAUQ_12735",416,"F",28,"TAS","Rural","Equipment","Phone_iOS",3,"12:00 AM - 6:00 AM","H",15,0,"No"
"CXAUQ_11893",1445,"F",41,"NSW","Urban","Equipment","Phone_iOS",28,"6:00 PM - 12:00 AM","H",27,16,"No"
"CXAUQ_10945",1042,"M",39,"VIC","Urban","Equipment","Phone_Android",22,"6:00 PM - 12:00 AM","L",29,0,"No"
"CXAUQ_11692",100,"M",24,"NT","Rural","Apparel","Tablet_iOS",9,"6:00 AM - 12:00 PM","L",21,0,"No"
"CXAUQ_12112",726,"M",32,"SA","Rural","Equipment","Tablet_iOS",11,"6:00 AM - 12:00 PM","L",30,0,"Yes"
"CXAUQ_12663",100,"M",23,"VIC","Rural","Apparel","Phone_iOS",10,"12:00 AM - 6:00 AM","H",6,0,"No"
"CXAUQ_12181",1057,"F",34,"NSW","Urban","Equipment","Phone_Android",21,"12:00 PM - 6:00 PM","H",27,14,"No"
"CXAUQ_10433",466,"M",24,"NSW","Urban","Apparel","Tablet_iOS",3,"6:00 AM - 12:00 PM","L",8,0,"No"
"CXAUQ_10429",590,"M",34,"NSW","Urban","Equipment","Tablet_iOS",8,"6:00 AM - 12:00 PM","H",29,0,"No"
"CXAUQ_10818",129,"M",38,"NSW","Urban","Apparel","Phone_Android",3,"6:00 AM - 12:00 PM","L",5,0,"No"
"CXAUQ_12917",192,"M",62,"NSW","Rural","Apparel","Tablet_iOS",11,"12:00 AM - 6:00 AM","L",18,0,"No"
"CXAUQ_11573",514,"M",22,"WA","Rural","Equipment","Phone_Android",22,"6:00 AM - 12:00 PM","H",25,0,"No"
"CXAUQ_12593",236,"F",33,"QLD","Urban","Apparel","Phone_Android",12,"12:00 PM - 6:00 PM","H",16,0,"No"
"CXAUQ_10080",100,"F",21,"QLD","Urban","Apparel","Phone_Android",30,"6:00 AM - 12:00 PM","L",4,0,"No"
"CXAUQ_10900",532,"M",31,"WA","Rural","Equipment","Phone_iOS",5,"6:00 PM - 12:00 AM","H",18,3,"Yes"
"CXAUQ_10106",104,"F",43,"ACT","Urban","Apparel","Tablet_iOS",3,"6:00 PM - 12:00 AM","L",13,0,"No"
"CXAUQ_11660",1455,"M",43,"QLD","Rural","Equipment","Tablet_Android",30,"6:00 PM - 12:00 AM","H",23,10,"No"
"CXAUQ_10035",114,"M",31,"NT","Rural","Apparel","Phone_iOS",11,"6:00 AM - 12:00 PM","L",17,0,"No"
"CXAUQ_10885",102,"F",33,"VIC","Urban","Apparel","Phone_iOS",3,"6:00 AM - 12:00 PM","H",20,0,"No"
"CXAUQ_10303",364,"M",25,"WA","Urban","Apparel","Tablet_Android",18,"6:00 AM - 12:00 PM","L",16,0,"No"
"CXAUQ_10146",100,"M",28,"QLD","Urban","Apparel","Phone_iOS",3,"6:00 PM - 12:00 AM","L",2,0,"No"
"CXAUQ_11329",328,"F",21,"NT","Urban","Equipment","Tablet_iOS",21,"6:00 PM - 12:00 AM","H",15,9,"No"
"CXAUQ_11665",294,"M",23,"NSW","Rural","Apparel","Phone_iOS",8,"6:00 PM - 12:00 AM","L",6,0,"No"
"CXAUQ_10073",467,"M",22,"VIC","Urban","Apparel","Tablet_iOS",3,"6:00 PM - 12:00 AM","H",26,0,"No"
"CXAUQ_11180",1243,"F",34,"QLD","Rural","Equipment","Phone_Android",21,"6:00 PM - 12:00 AM","H",11,0,"No"
"CXAUQ_12109",102,"F",35,"VIC","Rural","Apparel","Phone_iOS",10,"6:00 AM - 12:00 PM","L",12,0,"No"
"CXAUQ_11996",154,"M",30,"VIC","Rural","Footwear","Phone_iOS",5,"6:00 AM - 12:00 PM","H",10,0,"No"
"CXAUQ_10419",378,"F",26,"TAS","Urban","Apparel","Tablet_iOS",16,"6:00 AM - 12:00 PM","L",7,0,"No"
"CXAUQ_11984",372,"F",35,"NSW","Urban","Footwear","Phone_iOS",14,"6:00 PM - 12:00 AM","H",8,0,"No"
"CXAUQ_10483",117,"F",47,"NT","Urban","Apparel","Tablet_iOS",26,"6:00 AM - 12:00 PM","H",24,0,"No"
"CXAUQ_12418",905,"M",38,"VIC","Urban","Equipment","Tablet_Android",25,"12:00 PM - 6:00 PM","L",9,0,"Yes"
"CXAUQ_11018",689,"F",34,"VIC","Rural","Equipment","Phone_iOS",4,"6:00 PM - 12:00 AM","L",11,0,"No"
"CXAUQ_11779",236,"M",22,"QLD","Urban","Apparel","Phone_iOS",18,"12:00 PM - 6:00 PM","L",15,0,"No"
"CXAUQ_12798",478,"F",26,"NSW","Urban","Equipment","Phone_iOS",3,"12:00 AM - 6:00 AM","H",9,0,"No"
"CXAUQ_10687",993,"F",43,"SA","Rural","Equipment","Tablet_Android",22,"6:00 PM - 12:00 AM","L",20,0,"No"
"CXAUQ_10867",2015,"F",39,"NSW","Urban","Equipment","Phone_Android",7,"12:00 PM - 6:00 PM","H",11,0,"No"
"CXAUQ_11391",491,"F",35,"VIC","Urban","Equipment","Phone_iOS",14,"6:00 AM - 12:00 PM","L",10,0,"No"
"CXAUQ_10882",778,"F",32,"SA","Urban","Equipment","Phone_iOS",22,"6:00 AM - 12:00 PM","H",10,0,"No"
"CXAUQ_11058",384,"F",48,"QLD","Urban","Footwear","Phone_iOS",35,"6:00 PM - 12:00 AM","L",22,0,"No"
"CXAUQ_11710",186,"F",27,"NSW","Urban","Apparel","Tablet_iOS",10,"6:00 AM - 12:00 PM","H",7,0,"No"
"CXAUQ_11113",502,"F",33,"ACT","Urban","Equipment","Tablet_iOS",8,"6:00 PM - 12:00 AM","L",9,0,"No"
"CXAUQ_11498",810,"M",35,"ACT","Urban","Equipment","Tablet_Android",18,"6:00 AM - 12:00 PM","H",12,0,"No"
"CXAUQ_10054",1148,"F",43,"VIC","Urban","Equipment","Phone_iOS",10,"6:00 AM - 12:00 PM","H",23,0,"Yes"
"CXAUQ_11532",774,"M",26,"QLD","Rural","Equipment","Phone_iOS",3,"6:00 AM - 12:00 PM","H",8,12,"No"
"CXAUQ_11046",470,"M",21,"VIC","Urban","Footwear","Phone_iOS",21,"6:00 PM - 12:00 AM","L",6,0,"No"
"CXAUQ_10954",257,"F",22,"NSW","Rural","Footwear","Phone_iOS",23,"6:00 AM - 12:00 PM","L",11,0,"No"
"CXAUQ_10727",255,"M",27,"NT","Rural","Equipment","Tablet_Android",20,"6:00 PM - 12:00 AM","H",28,0,"No"
"CXAUQ_10432",100,"M",34,"QLD","Rural","Apparel","Tablet_iOS",7,"6:00 AM - 12:00 PM","L",15,0,"No"
"CXAUQ_11773",780,"F",33,"QLD","Urban","Equipment","Phone_iOS",20,"6:00 PM - 12:00 AM","L",14,0,"No"
"CXAUQ_12699",136,"M",48,"VIC","Rural","Apparel","Tablet_iOS",11,"12:00 AM - 6:00 AM","H",26,0,"No"
"CXAUQ_11764",254,"F",20,"NSW","Urban","Apparel","Phone_iOS",9,"6:00 PM - 12:00 AM","H",23,0,"No"
"CXAUQ_12318",105,"F",35,"ACT","Urban","Apparel","Tablet_iOS",22,"6:00 AM - 12:00 PM","H",29,8,"No"
"CXAUQ_12886",298,"F",55,"WA","Urban","Equipment","Tablet_iOS",36,"12:00 AM - 6:00 AM","L",12,0,"No"
"CXAUQ_10677",102,"M",39,"QLD","Urban","Apparel","Tablet_iOS",22,"6:00 AM - 12:00 PM","L",14,0,"No"
"CXAUQ_11994",203,"F",47,"NSW","Rural","Equipment","Tablet_Android",34,"6:00 PM - 12:00 AM","H",16,0,"Yes"
"CXAUQ_10663",1034,"F",43,"TAS","Urban","Equipment","Tablet_Android",3,"6:00 PM - 12:00 AM","L",2,0,"Yes"
"CXAUQ_12134",180,"F",33,"WA","Urban","Apparel","Phone_iOS",12,"6:00 AM - 12:00 PM","H",8,0,"No"
"CXAUQ_12357",1272,"F",33,"QLD","Urban","Equipment","Phone_iOS",20,"12:00 PM - 6:00 PM","H",23,2,"No"
"CXAUQ_11976",554,"F",20,"VIC","Rural","Footwear","Phone_iOS",20,"6:00 PM - 12:00 AM","H",19,0,"No"
"CXAUQ_10911",1088,"M",48,"VIC","Urban","Equipment","Tablet_Android",3,"6:00 PM - 12:00 AM","H",16,0,"No"
"CXAUQ_12575",290,"M",21,"QLD","Urban","Apparel","Phone_iOS",21,"12:00 PM - 6:00 PM","H",25,10,"No"
"CXAUQ_12018",722,"M",30,"TAS","Urban","Equipment","Phone_iOS",5,"6:00 PM - 12:00 AM","H",7,0,"No"
"CXAUQ_10326",100,"F",25,"VIC","Urban","Apparel","Phone_iOS",28,"6:00 AM - 12:00 PM","L",16,10,"No"
"CXAUQ_12210",130,"F",35,"TAS","Rural","Apparel","Phone_iOS",14,"6:00 AM - 12:00 PM","H",9,8,"No"
"CXAUQ_11108",574,"F",24,"VIC","Rural","Equipment","Phone_iOS",7,"6:00 AM - 12:00 PM","L",18,0,"Yes"
"CXAUQ_12827",654,"F",34,"NSW","Urban","Equipment","Tablet_iOS",13,"12:00 AM - 6:00 AM","H",26,0,"No"
"CXAUQ_10890",382,"M",20,"VIC","Rural","Footwear","Phone_iOS",23,"6:00 PM - 12:00 AM","L",28,0,"No"
"CXAUQ_12440",136,"M",33,"NSW","Urban","Apparel","Tablet_Android",8,"6:00 AM - 12:00 PM","L",21,0,"No"
"CXAUQ_12878",227,"F",54,"WA","Rural","Equipment","Tablet_iOS",37,"12:00 AM - 6:00 AM","H",2,3,"No"
"CXAUQ_10109",1148,"M",43,"QLD","Urban","Equipment","Phone_iOS",12,"6:00 PM - 12:00 AM","H",30,6,"Yes"
"CXAUQ_10200",1324,"F",40,"QLD","Urban","Equipment","Tablet_Android",3,"6:00 PM - 12:00 AM","H",29,0,"Yes"
