"C_ID","C_TotalSpend","C_Gender","C_Age","C_State","C_Area","C_Product","C_DeviceType","C_ShoppingDuration","C_TimeOfShopping","App_SatisfactionRating","App_Tenure","App_Referral","App_Promotion"
"CXAUQ_11871",1035,"F",40,"NSW","Urban","Equipment","Tablet_Android",27,"6:00 PM - 12:00 AM","H",13,8,"Yes"
"CXAUQ_10933",386,"F",24,"SA","Urban","Apparel","Phone_iOS",23,"6:00 AM - 12:00 PM","H",4,0,"No"
"CXAUQ_10345",126,"M",26,"VIC","Rural","Apparel","Phone_iOS",17,"6:00 PM - 12:00 AM","L",14,0,"No"
"CXAUQ_10176",1125,"F",32,"QLD","Urban","Equipment","Tablet_Android",6,"6:00 PM - 12:00 AM","H",22,0,"Yes"
"CXAUQ_12417",1316,"F",39,"SA","Urban","Equipment","Tablet_Android",26,"12:00 PM - 6:00 PM","H",9,0,"No"
"CXAUQ_11863",143,"M",46,"NT","Urban","Equipment","Phone_Android",33,"6:00 PM - 12:00 AM","L",9,0,"Yes"
"CXAUQ_11814",495,"F",27,"ACT","Urban","Apparel","Tablet_iOS",3,"6:00 PM - 12:00 AM","H",22,2,"No"
"CXAUQ_12860",1150,"F",36,"NSW","Urban","Equipment","Tablet_Android",23,"12:00 AM - 6:00 AM","H",14,2,"No"
"CXAUQ_10099",156,"M",27,"VIC","Urban","Apparel","Tablet_Android",13,"6:00 AM - 12:00 PM","H",27,0,"No"
"CXAUQ_10782",1501,"F",48,"NSW","Rural","Equipment","Tablet_Android",20,"6:00 PM - 12:00 AM","L",18,1,"Yes"
"CXAUQ_11799",578,"M",29,"VIC","Rural","Equipment","Phone_iOS",4,"6:00 PM - 12:00 AM","H",7,7,"No"
"CXAUQ_12409",1226,"F",33,"NSW","Urban","Equipment","Tablet_iOS",16,"12:00 PM - 6:00 PM","H",25,0,"No"
"CXAUQ_10780",155,"F",38,"NSW","Urban","Apparel","Phone_Android",22,"6:00 AM - 12:00 PM","L",12,0,"No"
"CXAUQ_12550",201,"M",47,"WA","Urban","Equipment","Tablet_Android",34,"12:00 PM - 6:00 PM","H",17,7,"No"
"CXAUQ_11967",332,"M",24,"VIC","Rural","Footwear","Tablet_iOS",7,"12:00 PM - 6:00 PM","H",24,0,"No"
"CXAUQ_10620",454,"M",26,"VIC","Rural","Apparel","Tablet_iOS",7,"12:00 PM - 6:00 PM","L",13,0,"No"
"CXAUQ_11657",569,"M",34,"VIC","Urban","Equipment","Phone_iOS",9,"6:00 PM - 12:00 AM","H",13,0,"No"
"CXAUQ_11760",218,"F",45,"NSW","Urban","Equipment","Tablet_Android",32,"6:00 PM - 12:00 AM","L",9,0,"No"
"CXAUQ_11606",834,"F",37,"NSW","Rural","Equipment","Tablet_iOS",24,"6:00 AM - 12:00 PM","H",6,7,"No"
"CXAUQ_10877",806,"M",35,"NSW","Urban","Equipment","Tablet_Android",5,"6:00 PM - 12:00 AM","H",22,0,"No"
"CXAUQ_11869",904,"M",37,"QLD","Urban","Equipment","Phone_Android",24,"6:00 PM - 12:00 AM","L",10,0,"Yes"
"CXAUQ_11128",220,"M",35,"QLD","Urban","Footwear","Phone_iOS",13,"6:00 PM - 12:00 AM","H",29,0,"Yes"
"CXAUQ_12551",1335,"F",41,"NSW","Urban","Equipment","Tablet_Android",28,"12:00 PM - 6:00 PM","H",2,1,"No"
"CXAUQ_10693",912,"F",32,"QLD","Urban","Equipment","Phone_iOS",20,"6:00 PM - 12:00 AM","H",25,0,"No"
"CXAUQ_10604",1598,"F",42,"QLD","Urban","Equipment","Tablet_Android",24,"12:00 PM - 6:00 PM","L",13,1,"Yes"
"CXAUQ_12890",197,"M",55,"WA","Urban","Equipment","Tablet_Android",13,"12:00 AM - 6:00 AM","L",11,0,"No"
"CXAUQ_11190",300,"M",21,"SA","Urban","Footwear","Tablet_iOS",21,"6:00 PM - 12:00 AM","H",2,0,"No"
