"C_ID","C_TotalSpend","C_Gender","C_Age","C_State","C_Area","C_Product","C_DeviceType","C_ShoppingDuration","C_TimeOfShopping","App_SatisfactionRating","App_Tenure","App_Referral","App_Promotion"
"CXAUQ_10620",454,"M",26,"VIC","Rural","Apparel","Tablet_iOS",7,"12:00 PM - 6:00 PM","L",13,0,"No"
"CXAUQ_11244",544,"M",34,"QLD","Urban","Equipment","Tablet_iOS",17,"6:00 AM - 12:00 PM","L",18,0,"No"
"CXAUQ_11644",348,"M",33,"VIC","Urban","Apparel","Phone_iOS",20,"6:00 PM - 12:00 AM","H",9,0,"Yes"
"CXAUQ_10165",1178,"M",41,"WA","Rural","Equipment","Tablet_Android",10,"6:00 AM - 12:00 PM","H",28,0,"Yes"
"CXAUQ_11338",100,"F",31,"NT","Urban","Footwear","Phone_iOS",17,"6:00 AM - 12:00 PM","H",15,4,"No"
"CXAUQ_10873",850,"M",35,"NSW","Urban","Equipment","Phone_iOS",4,"6:00 PM - 12:00 AM","L",30,0,"No"
"CXAUQ_12684",180,"M",36,"VIC","Urban","Apparel","Phone_iOS",12,"12:00 AM - 6:00 AM","H",19,0,"No"
"CXAUQ_12283",154,"M",33,"NT","Urban","Apparel","Tablet_iOS",20,"6:00 AM - 12:00 PM","H",30,9,"No"
"CXAUQ_10865",353,"M",24,"NSW","Urban","Footwear","Phone_Android",5,"6:00 PM - 12:00 AM","L",21,0,"No"
"CXAUQ_10067",498,"F",22,"QLD","Urban","Apparel","Phone_iOS",5,"6:00 PM - 12:00 AM","L",18,14,"No"
"CXAUQ_11209",117,"M",40,"ACT","Rural","Footwear","Phone_iOS",11,"6:00 PM - 12:00 AM","H",28,9,"No"
"CXAUQ_10798",218,"F",21,"NSW","Urban","Apparel","Phone_iOS",4,"6:00 PM - 12:00 AM","L",26,0,"No"
"CXAUQ_12180",1311,"M",36,"VIC","Rural","Equipment","Tablet_Android",23,"12:00 PM - 6:00 PM","H",20,0,"No"
"CXAUQ_12696",464,"F",28,"VIC","Urban","Equipment","Phone_iOS",3,"12:00 AM - 6:00 AM","H",30,0,"No"
"CXAUQ_10970",100,"M",24,"VIC","Urban","Apparel","Phone_iOS",21,"6:00 AM - 12:00 PM","H",30,0,"No"
"CXAUQ_11696",180,"M",34,"VIC","Rural","Apparel","Phone_iOS",18,"6:00 AM - 12:00 PM","H",22,12,"No"
