"C_ID","C_TotalSpend","C_Gender","C_Age","C_State","C_Area","C_Product","C_DeviceType","C_ShoppingDuration","C_TimeOfShopping","App_SatisfactionRating","App_Tenure","App_Referral","App_Promotion"
"CXAUQ_12870",238,"M",59,"WA","Urban","Equipment","Tablet_iOS",15,"12:00 AM - 6:00 AM","L",16,0,"No"
"CXAUQ_10188",1020,"M",29,"TAS","Urban","Equipment","Phone_iOS",5,"6:00 AM - 12:00 PM","H",23,0,"Yes"
"CXAUQ_12491",135,"F",46,"NSW","Rural","Equipment","Tablet_Android",33,"12:00 PM - 6:00 PM","H",24,13,"No"
"CXAUQ_11538",1063,"F",38,"ACT","Urban","Equipment","Tablet_Android",25,"6:00 AM - 12:00 PM","L",23,0,"Yes"
"CXAUQ_10512",995,"M",46,"QLD","Rural","Equipment","Tablet_Android",3,"12:00 PM - 6:00 PM","L",8,0,"No"
"CXAUQ_11497",1065,"F",37,"TAS","Rural","Equipment","Tablet_Android",24,"6:00 AM - 12:00 PM","L",21,0,"No"
"CXAUQ_10104",646,"M",27,"WA","Urban","Equipment","Tablet_iOS",10,"6:00 AM - 12:00 PM","L",6,0,"No"
"CXAUQ_10083",100,"F",22,"QLD","Urban","Apparel","Tablet_Android",28,"6:00 PM - 12:00 AM","H",24,0,"No"
"CXAUQ_11278",1054,"F",34,"NSW","Urban","Equipment","Tablet_Android",21,"6:00 PM - 12:00 AM","L",10,0,"No"
"CXAUQ_10765",904,"M",34,"NSW","Urban","Equipment","Phone_iOS",5,"6:00 PM - 12:00 AM","L",21,0,"No"
"CXAUQ_12734",166,"F",26,"QLD","Urban","Apparel","Phone_iOS",3,"12:00 AM - 6:00 AM","H",3,0,"No"
"CXAUQ_10887",321,"F",21,"WA","Urban","Footwear","Phone_iOS",5,"6:00 AM - 12:00 PM","L",8,0,"No"
"CXAUQ_10998",320,"M",24,"VIC","Urban","Footwear","Phone_iOS",4,"6:00 PM - 12:00 AM","H",29,0,"No"
"CXAUQ_12585",100,"M",22,"NSW","Urban","Apparel","Phone_Android",22,"6:00 AM - 12:00 PM","H",10,4,"No"
"CXAUQ_10320",856,"F",33,"QLD","Urban","Equipment","Phone_iOS",3,"6:00 AM - 12:00 PM","L",12,0,"No"
"CXAUQ_10054",1148,"F",43,"VIC","Urban","Equipment","Phone_iOS",10,"6:00 AM - 12:00 PM","H",23,0,"Yes"
"CXAUQ_12754",1804,"M",37,"TAS","Rural","Equipment","Phone_Android",13,"12:00 AM - 6:00 AM","L",23,0,"No"
"CXAUQ_12130",442,"M",32,"NSW","Urban","Equipment","Phone_iOS",15,"6:00 AM - 12:00 PM","H",10,13,"No"
"CXAUQ_12469",750,"F",33,"TAS","Urban","Equipment","Phone_iOS",8,"12:00 PM - 6:00 PM","L",9,0,"No"
"CXAUQ_11550",376,"M",24,"ACT","Urban","Apparel","Phone_iOS",7,"6:00 AM - 12:00 PM","L",11,0,"Yes"
"CXAUQ_11573",514,"M",22,"WA","Rural","Equipment","Phone_Android",22,"6:00 AM - 12:00 PM","H",25,0,"No"
"CXAUQ_12770",1384,"F",35,"SA","Urban","Equipment","Tablet_Android",22,"12:00 AM - 6:00 AM","H",4,0,"Yes"
"CXAUQ_12057",122,"M",33,"NT","Urban","Footwear","Phone_iOS",12,"6:00 AM - 12:00 PM","H",28,0,"No"
"CXAUQ_10486",468,"M",28,"VIC","Rural","Apparel","Phone_iOS",4,"12:00 PM - 6:00 PM","H",22,0,"No"
"CXAUQ_12299",100,"F",21,"SA","Rural","Apparel","Tablet_iOS",21,"6:00 AM - 12:00 PM","L",9,0,"Yes"
"CXAUQ_12377",938,"M",35,"NT","Urban","Equipment","Phone_iOS",14,"12:00 PM - 6:00 PM","H",23,0,"Yes"
"CXAUQ_12590",282,"M",20,"WA","Rural","Apparel","Phone_Android",20,"12:00 PM - 6:00 PM","H",9,0,"No"
"CXAUQ_10394",400,"F",34,"NSW","Rural","Apparel","Phone_iOS",15,"12:00 PM - 6:00 PM","L",12,0,"No"
"CXAUQ_11170",1814,"M",41,"QLD","Urban","Equipment","Phone_Android",28,"6:00 PM - 12:00 AM","H",18,9,"Yes"
"CXAUQ_12406",130,"M",34,"ACT","Rural","Apparel","Tablet_Android",9,"6:00 AM - 12:00 PM","L",30,0,"No"
"CXAUQ_11610",536,"F",26,"NSW","Rural","Equipment","Phone_iOS",3,"6:00 AM - 12:00 PM","H",17,0,"No"
"CXAUQ_11870",1320,"F",33,"NT","Rural","Equipment","Phone_Android",20,"6:00 PM - 12:00 AM","H",22,0,"No"
"CXAUQ_10625",1474,"M",40,"VIC","Rural","Equipment","Phone_Android",16,"6:00 AM - 12:00 PM","L",12,0,"Yes"
"CXAUQ_12891",198,"M",58,"WA","Rural","Equipment","Tablet_iOS",11,"12:00 AM - 6:00 AM","L",29,1,"No"
"CXAUQ_12424",993,"F",39,"TAS","Rural","Equipment","Tablet_iOS",26,"12:00 PM - 6:00 PM","H",14,10,"Yes"
"CXAUQ_10786",1703,"M",35,"NSW","Urban","Equipment","Tablet_Android",4,"6:00 PM - 12:00 AM","L",25,0,"No"
"CXAUQ_11811",126,"F",28,"TAS","Urban","Apparel","Tablet_iOS",18,"6:00 AM - 12:00 PM","H",11,0,"No"
"CXAUQ_12368",1206,"F",36,"NT","Urban","Equipment","Phone_Android",23,"12:00 PM - 6:00 PM","L",23,0,"Yes"
"CXAUQ_12420",300,"F",27,"VIC","Rural","Apparel","Phone_iOS",3,"12:00 PM - 6:00 PM","H",30,15,"No"
"CXAUQ_10910",706,"M",33,"WA","Urban","Equipment","Tablet_iOS",7,"6:00 PM - 12:00 AM","L",3,12,"Yes"
"CXAUQ_11480",1763,"M",46,"TAS","Urban","Equipment","Tablet_Android",33,"6:00 AM - 12:00 PM","H",19,0,"Yes"
"CXAUQ_11069",1159,"F",44,"TAS","Urban","Equipment","Tablet_iOS",31,"6:00 PM - 12:00 AM","L",24,0,"Yes"
"CXAUQ_10119",176,"M",22,"VIC","Rural","Apparel","Tablet_Android",11,"6:00 AM - 12:00 PM","L",3,0,"No"
"CXAUQ_10318",100,"F",23,"TAS","Urban","Apparel","Phone_iOS",10,"6:00 PM - 12:00 AM","L",6,0,"No"
"CXAUQ_10131",1206,"M",30,"VIC","Urban","Equipment","Phone_Android",5,"6:00 PM - 12:00 AM","L",8,0,"Yes"
"CXAUQ_11512",100,"M",26,"QLD","Urban","Apparel","Phone_iOS",11,"6:00 AM - 12:00 PM","H",14,0,"No"
"CXAUQ_11890",472,"M",32,"NSW","Urban","Footwear","Tablet_iOS",19,"12:00 PM - 6:00 PM","L",5,0,"No"
"CXAUQ_10041",476,"M",23,"VIC","Urban","Apparel","Phone_iOS",16,"6:00 PM - 12:00 AM","H",27,0,"No"
"CXAUQ_10627",800,"M",35,"VIC","Urban","Equipment","Phone_iOS",9,"6:00 AM - 12:00 PM","H",27,0,"No"
"CXAUQ_11273",500,"M",28,"VIC","Urban","Equipment","Phone_iOS",3,"6:00 PM - 12:00 AM","L",12,0,"No"
"CXAUQ_11105",274,"F",21,"NSW","Rural","Footwear","Phone_iOS",11,"6:00 AM - 12:00 PM","L",16,0,"No"
"CXAUQ_12488",100,"M",25,"ACT","Urban","Apparel","Phone_iOS",3,"6:00 AM - 12:00 PM","H",30,15,"No"
"CXAUQ_10144",1875,"M",37,"VIC","Urban","Equipment","Tablet_Android",15,"6:00 AM - 12:00 PM","L",8,0,"Yes"
"CXAUQ_12059",1107,"M",33,"NSW","Rural","Equipment","Tablet_iOS",16,"6:00 PM - 12:00 AM","H",28,13,"No"
"CXAUQ_11500",1458,"M",39,"ACT","Urban","Equipment","Tablet_Android",26,"6:00 AM - 12:00 PM","L",9,0,"Yes"
"CXAUQ_12156",1494,"M",43,"NSW","Urban","Equipment","Phone_Android",30,"12:00 PM - 6:00 PM","H",29,0,"No"
"CXAUQ_12224",432,"F",24,"ACT","Urban","Equipment","Tablet_iOS",7,"12:00 PM - 6:00 PM","H",15,0,"No"
"CXAUQ_12353",893,"M",43,"SA","Rural","Equipment","Tablet_iOS",30,"12:00 PM - 6:00 PM","L",22,2,"No"
"CXAUQ_12523",448,"M",21,"ACT","Rural","Equipment","Phone_iOS",21,"12:00 PM - 6:00 PM","H",26,7,"No"
"CXAUQ_10374",1100,"F",48,"VIC","Rural","Equipment","Tablet_iOS",12,"12:00 PM - 6:00 PM","L",11,0,"Yes"
"CXAUQ_10507",496,"M",31,"TAS","Urban","Apparel","Tablet_iOS",8,"6:00 AM - 12:00 PM","L",2,0,"No"
"CXAUQ_10972",454,"F",35,"WA","Rural","Footwear","Phone_iOS",23,"6:00 AM - 12:00 PM","L",9,0,"No"
"CXAUQ_12187",1563,"M",35,"NSW","Urban","Equipment","Tablet_Android",22,"12:00 PM - 6:00 PM","H",9,5,"Yes"
"CXAUQ_11357",276,"F",22,"ACT","Rural","Footwear","Phone_iOS",16,"6:00 PM - 12:00 AM","H",19,10,"No"
"CXAUQ_11199",1573,"M",40,"NT","Urban","Equipment","Tablet_Android",27,"6:00 PM - 12:00 AM","L",4,0,"No"
"CXAUQ_12649",118,"F",36,"QLD","Urban","Apparel","Tablet_iOS",23,"12:00 AM - 6:00 AM","L",15,0,"No"
"CXAUQ_12557",856,"M",34,"WA","Rural","Equipment","Phone_iOS",9,"12:00 PM - 6:00 PM","H",24,2,"Yes"
"CXAUQ_11288",1054,"M",35,"WA","Rural","Equipment","Tablet_Android",22,"6:00 PM - 12:00 AM","H",17,0,"Yes"
"CXAUQ_10519",398,"F",34,"NSW","Urban","Apparel","Phone_iOS",18,"6:00 AM - 12:00 PM","L",12,0,"No"
"CXAUQ_12129",1133,"M",32,"VIC","Urban","Equipment","Tablet_iOS",15,"6:00 AM - 12:00 PM","H",6,1,"No"
"CXAUQ_11071",491,"F",48,"VIC","Urban","Equipment","Tablet_iOS",35,"6:00 PM - 12:00 AM","H",18,0,"No"
"CXAUQ_10960",656,"M",34,"VIC","Rural","Equipment","Phone_iOS",3,"6:00 PM - 12:00 AM","L",23,14,"No"
"CXAUQ_10018",1190,"M",54,"NSW","Urban","Equipment","Phone_Android",14,"6:00 AM - 12:00 PM","L",10,0,"Yes"
"CXAUQ_12285",100,"F",33,"NSW","Urban","Apparel","Tablet_iOS",12,"6:00 AM - 12:00 PM","L",21,0,"No"
"CXAUQ_11479",100,"F",21,"WA","Urban","Footwear","Tablet_iOS",9,"6:00 AM - 12:00 PM","H",25,0,"No"
"CXAUQ_11588",922,"M",32,"NSW","Rural","Equipment","Tablet_iOS",19,"6:00 AM - 12:00 PM","L",4,0,"No"
"CXAUQ_10473",104,"F",29,"ACT","Rural","Apparel","Phone_iOS",16,"6:00 AM - 12:00 PM","H",26,3,"No"
"CXAUQ_12675",132,"F",32,"TAS","Rural","Apparel","Phone_iOS",19,"12:00 PM - 6:00 PM","H",5,0,"No"
"CXAUQ_11988",461,"F",20,"ACT","Urban","Footwear","Phone_iOS",20,"6:00 PM - 12:00 AM","H",21,3,"Yes"
"CXAUQ_12730",514,"M",34,"QLD","Urban","Equipment","Phone_iOS",12,"12:00 PM - 6:00 PM","L",18,0,"Yes"
"CXAUQ_12630",482,"F",35,"NSW","Urban","Equipment","Phone_iOS",18,"12:00 PM - 6:00 PM","H",4,0,"No"
"CXAUQ_12043",100,"M",35,"TAS","Urban","Footwear","Phone_iOS",14,"6:00 AM - 12:00 PM","L",9,0,"No"
"CXAUQ_10660",458,"F",32,"QLD","Urban","Apparel","Phone_iOS",23,"6:00 PM - 12:00 AM","H",27,7,"No"
"CXAUQ_10933",386,"F",24,"SA","Urban","Apparel","Phone_iOS",23,"6:00 AM - 12:00 PM","H",4,0,"No"
"CXAUQ_12733",450,"F",32,"NSW","Urban","Equipment","Phone_iOS",11,"12:00 AM - 6:00 AM","L",7,0,"No"
"CXAUQ_12478",935,"F",39,"VIC","Urban","Equipment","Tablet_Android",26,"12:00 PM - 6:00 PM","H",13,1,"No"
"CXAUQ_12641",456,"M",22,"VIC","Urban","Equipment","Phone_iOS",22,"12:00 PM - 6:00 PM","H",24,0,"No"
"CXAUQ_10442",1417,"M",34,"SA","Rural","Equipment","Tablet_Android",13,"12:00 PM - 6:00 PM","H",26,0,"Yes"
"CXAUQ_10492",306,"M",33,"ACT","Rural","Apparel","Tablet_iOS",12,"12:00 PM - 6:00 PM","H",29,0,"No"
"CXAUQ_10284",811,"M",36,"VIC","Rural","Equipment","Tablet_Android",9,"6:00 PM - 12:00 AM","L",9,0,"No"
"CXAUQ_11108",574,"F",24,"VIC","Rural","Equipment","Phone_iOS",7,"6:00 AM - 12:00 PM","L",18,0,"Yes"
"CXAUQ_10965",308,"F",24,"VIC","Rural","Footwear","Phone_iOS",3,"6:00 AM - 12:00 PM","L",14,0,"No"
"CXAUQ_12211",108,"M",31,"NSW","Urban","Apparel","Phone_iOS",6,"6:00 AM - 12:00 PM","L",12,0,"No"
"CXAUQ_11768",400,"F",28,"QLD","Rural","Apparel","Phone_iOS",3,"6:00 PM - 12:00 AM","H",10,6,"No"
