"C_ID","C_TotalSpend","C_Gender","C_Age","C_State","C_Area","C_Product","C_DeviceType","C_ShoppingDuration","C_TimeOfShopping","App_SatisfactionRating","App_Tenure","App_Referral","App_Promotion"
"CXAUQ_12002",1156,"F",40,"QLD","Rural","Equipment","Tablet_Android",27,"6:00 PM - 12:00 AM","H",16,0,"No"
"CXAUQ_12041",100,"M",32,"WA","Rural","Footwear","Phone_Android",11,"6:00 AM - 12:00 PM","H",26,0,"No"
"CXAUQ_12000",276,"F",46,"VIC","Urban","Equipment","Tablet_Android",33,"12:00 PM - 6:00 PM","H",12,0,"No"
"CXAUQ_10660",458,"F",32,"QLD","Urban","Apparel","Phone_iOS",23,"6:00 PM - 12:00 AM","H",27,7,"No"
"CXAUQ_12548",1851,"F",34,"ACT","Rural","Equipment","Tablet_Android",17,"12:00 PM - 6:00 PM","L",15,0,"No"
"CXAUQ_12495",977,"M",30,"NSW","Rural","Equipment","Phone_Android",5,"12:00 PM - 6:00 PM","H",5,0,"No"
"CXAUQ_10357",502,"M",23,"NSW","Urban","Equipment","Phone_iOS",10,"6:00 PM - 12:00 AM","L",10,0,"No"
"CXAUQ_11957",1256,"F",34,"VIC","Urban","Equipment","Tablet_iOS",17,"6:00 PM - 12:00 AM","H",9,0,"Yes"
"CXAUQ_11439",816,"M",42,"NSW","Urban","Equipment","Tablet_iOS",29,"6:00 PM - 12:00 AM","L",28,0,"No"
"CXAUQ_10862",313,"F",24,"SA","Urban","Footwear","Phone_iOS",5,"6:00 PM - 12:00 AM","L",22,1,"Yes"
"CXAUQ_11094",1183,"M",38,"ACT","Rural","Equipment","Tablet_Android",25,"6:00 PM - 12:00 AM","H",8,0,"No"
"CXAUQ_12865",195,"M",50,"NSW","Rural","Apparel","Tablet_iOS",15,"12:00 AM - 6:00 AM","L",29,0,"No"
"CXAUQ_10084",420,"F",22,"TAS","Urban","Apparel","Phone_Android",30,"6:00 PM - 12:00 AM","L",7,0,"No"
"CXAUQ_11968",542,"F",23,"QLD","Urban","Footwear","Phone_iOS",23,"6:00 PM - 12:00 AM","H",10,16,"Yes"
"CXAUQ_10782",1501,"F",48,"NSW","Rural","Equipment","Tablet_Android",20,"6:00 PM - 12:00 AM","L",18,1,"Yes"
"CXAUQ_10175",100,"M",31,"VIC","Rural","Apparel","Phone_iOS",12,"6:00 AM - 12:00 PM","L",13,0,"No"
"CXAUQ_12893",284,"M",60,"NSW","Rural","Equipment","Tablet_iOS",14,"12:00 AM - 6:00 AM","L",18,0,"No"
"CXAUQ_10177",1615,"M",41,"QLD","Urban","Equipment","Tablet_Android",15,"6:00 AM - 12:00 PM","H",30,0,"Yes"
"CXAUQ_10620",454,"M",26,"VIC","Rural","Apparel","Tablet_iOS",7,"12:00 PM - 6:00 PM","L",13,0,"No"
"CXAUQ_11962",190,"F",33,"NSW","Urban","Footwear","Phone_iOS",9,"6:00 AM - 12:00 PM","H",14,9,"No"
"CXAUQ_10598",604,"F",35,"VIC","Urban","Equipment","Phone_iOS",20,"12:00 PM - 6:00 PM","L",4,0,"No"
"CXAUQ_12003",952,"F",34,"VIC","Urban","Equipment","Phone_iOS",9,"6:00 PM - 12:00 AM","H",2,0,"Yes"
"CXAUQ_10888",716,"F",42,"QLD","Urban","Equipment","Tablet_Android",21,"6:00 AM - 12:00 PM","L",22,0,"Yes"
"CXAUQ_10273",100,"F",21,"QLD","Rural","Apparel","Phone_iOS",17,"6:00 AM - 12:00 PM","L",6,0,"No"
