"C_ID","C_TotalSpend","C_Gender","C_Age","C_State","C_Area","C_Product","C_DeviceType","C_ShoppingDuration","C_TimeOfShopping","App_SatisfactionRating","App_Tenure","App_Referral","App_Promotion"
"CXAUQ_10427",118,"M",33,"VIC","Urban","Apparel","Phone_iOS",3,"6:00 AM - 12:00 PM","H",28,0,"No"
"CXAUQ_12629",200,"M",23,"WA","Urban","Apparel","Phone_iOS",23,"12:00 PM - 6:00 PM","H",7,0,"Yes"
"CXAUQ_12842",101,"M",48,"NSW","Urban","Equipment","Tablet_Android",10,"12:00 AM - 6:00 AM","H",12,0,"No"
"CXAUQ_10868",1149,"F",35,"NT","Rural","Equipment","Tablet_iOS",3,"6:00 PM - 12:00 AM","L",22,0,"Yes"
"CXAUQ_11730",198,"F",35,"NSW","Urban","Apparel","Phone_iOS",14,"6:00 AM - 12:00 PM","L",20,0,"No"
"CXAUQ_12723",681,"M",32,"VIC","Rural","Equipment","Phone_iOS",11,"12:00 AM - 6:00 AM","H",9,0,"No"
"CXAUQ_12731",1355,"M",41,"NSW","Rural","Equipment","Tablet_Android",12,"12:00 AM - 6:00 AM","H",23,0,"No"
"CXAUQ_11230",1141,"M",36,"NSW","Urban","Equipment","Phone_Android",23,"6:00 PM - 12:00 AM","L",30,0,"No"
"CXAUQ_12604",440,"M",24,"NSW","Urban","Equipment","Phone_iOS",7,"12:00 PM - 6:00 PM","L",26,0,"No"
"CXAUQ_11709",1410,"M",32,"QLD","Rural","Equipment","Tablet_iOS",19,"6:00 PM - 12:00 AM","L",23,0,"Yes"
"CXAUQ_10062",326,"M",25,"QLD","Rural","Apparel","Tablet_iOS",17,"6:00 AM - 12:00 PM","H",25,16,"No"
"CXAUQ_10272",1100,"F",32,"NT","Urban","Equipment","Tablet_Android",8,"6:00 AM - 12:00 PM","L",12,0,"Yes"
"CXAUQ_10526",112,"M",34,"TAS","Rural","Apparel","Tablet_iOS",6,"6:00 AM - 12:00 PM","H",30,15,"No"
"CXAUQ_11597",85,"F",46,"NSW","Urban","Apparel","Phone_Android",16,"6:00 AM - 12:00 PM","L",28,0,"No"
"CXAUQ_11822",246,"F",47,"VIC","Urban","Equipment","Tablet_Android",34,"6:00 PM - 12:00 AM","H",16,0,"Yes"
"CXAUQ_11255",925,"M",38,"NSW","Urban","Equipment","Tablet_Android",25,"6:00 AM - 12:00 PM","H",9,0,"No"
"CXAUQ_10928",192,"F",34,"VIC","Urban","Apparel","Phone_iOS",22,"6:00 AM - 12:00 PM","L",12,0,"No"
"CXAUQ_11400",496,"M",24,"TAS","Urban","Equipment","Tablet_Android",7,"6:00 PM - 12:00 AM","L",20,0,"No"
"CXAUQ_10937",850,"M",32,"QLD","Urban","Equipment","Phone_iOS",3,"6:00 PM - 12:00 AM","L",22,0,"No"
"CXAUQ_12508",1064,"M",39,"NT","Urban","Equipment","Tablet_iOS",26,"12:00 PM - 6:00 PM","L",12,0,"No"
"CXAUQ_11185",1465,"M",36,"VIC","Urban","Equipment","Tablet_Android",23,"6:00 PM - 12:00 AM","L",26,0,"No"
"CXAUQ_12255",1570,"F",33,"NSW","Urban","Equipment","Tablet_Android",16,"12:00 PM - 6:00 PM","H",2,14,"No"
"CXAUQ_10386",1231,"M",37,"NSW","Urban","Equipment","Tablet_Android",18,"12:00 PM - 6:00 PM","L",6,15,"Yes"
"CXAUQ_10167",714,"F",35,"QLD","Urban","Equipment","Tablet_Android",13,"6:00 PM - 12:00 AM","H",23,7,"No"
"CXAUQ_11606",834,"F",37,"NSW","Rural","Equipment","Tablet_iOS",24,"6:00 AM - 12:00 PM","H",6,7,"No"
"CXAUQ_11590",198,"M",32,"NSW","Rural","Apparel","Phone_iOS",13,"6:00 AM - 12:00 PM","L",4,0,"No"
"CXAUQ_11494",370,"M",23,"ACT","Rural","Equipment","Phone_iOS",23,"6:00 AM - 12:00 PM","H",8,0,"No"
"CXAUQ_11016",1017,"F",46,"NT","Urban","Equipment","Tablet_iOS",7,"6:00 PM - 12:00 AM","L",12,0,"No"
"CXAUQ_11757",533,"F",30,"VIC","Urban","Equipment","Tablet_iOS",5,"6:00 PM - 12:00 AM","L",5,0,"No"
"CXAUQ_12499",157,"F",45,"TAS","Urban","Equipment","Tablet_Android",32,"12:00 PM - 6:00 PM","H",30,0,"Yes"
"CXAUQ_11290",182,"M",35,"NSW","Urban","Footwear","Tablet_iOS",13,"6:00 PM - 12:00 AM","H",7,0,"No"
"CXAUQ_12829",294,"M",24,"NSW","Urban","Apparel","Tablet_iOS",10,"12:00 AM - 6:00 AM","L",13,0,"No"
"CXAUQ_11705",126,"M",48,"TAS","Urban","Apparel","Phone_iOS",13,"6:00 AM - 12:00 PM","L",22,0,"No"
"CXAUQ_12072",207,"F",45,"ACT","Rural","Equipment","Phone_Android",32,"12:00 PM - 6:00 PM","H",2,0,"No"
"CXAUQ_12478",935,"F",39,"VIC","Urban","Equipment","Tablet_Android",26,"12:00 PM - 6:00 PM","H",13,1,"No"
"CXAUQ_11301",386,"M",24,"WA","Rural","Equipment","Phone_iOS",7,"6:00 AM - 12:00 PM","H",5,0,"No"
"CXAUQ_11810",386,"F",33,"NSW","Rural","Apparel","Phone_iOS",20,"6:00 PM - 12:00 AM","H",29,0,"No"
"CXAUQ_10388",722,"M",34,"ACT","Rural","Equipment","Phone_iOS",3,"12:00 PM - 6:00 PM","H",28,3,"No"
"CXAUQ_11012",284,"M",20,"NSW","Urban","Footwear","Tablet_iOS",3,"6:00 PM - 12:00 AM","H",9,15,"No"
"CXAUQ_10935",984,"F",33,"WA","Urban","Equipment","Phone_iOS",20,"6:00 AM - 12:00 PM","L",28,0,"No"
"CXAUQ_10918",1167,"F",44,"TAS","Urban","Equipment","Tablet_Android",20,"6:00 AM - 12:00 PM","L",23,0,"No"
"CXAUQ_12764",220,"F",25,"NSW","Rural","Apparel","Phone_iOS",3,"12:00 PM - 6:00 PM","H",22,0,"No"
"CXAUQ_12517",100,"M",26,"VIC","Rural","Apparel","Phone_iOS",3,"6:00 AM - 12:00 PM","H",21,9,"Yes"
"CXAUQ_12471",800,"M",30,"NSW","Urban","Equipment","Phone_iOS",5,"12:00 PM - 6:00 PM","L",28,0,"No"
"CXAUQ_10561",489,"M",35,"QLD","Urban","Apparel","Phone_iOS",16,"6:00 AM - 12:00 PM","L",2,0,"No"
"CXAUQ_10015",510,"F",28,"QLD","Urban","Equipment","Tablet_iOS",14,"6:00 PM - 12:00 AM","H",21,0,"No"
"CXAUQ_12567",1853,"M",41,"NSW","Urban","Equipment","Tablet_Android",28,"12:00 PM - 6:00 PM","H",17,0,"No"
"CXAUQ_12205",182,"M",29,"WA","Urban","Apparel","Phone_iOS",4,"6:00 AM - 12:00 PM","L",25,0,"No"
"CXAUQ_11677",1018,"F",37,"QLD","Rural","Equipment","Tablet_Android",24,"6:00 PM - 12:00 AM","H",16,0,"No"
"CXAUQ_12753",448,"M",26,"VIC","Rural","Equipment","Phone_iOS",15,"12:00 PM - 6:00 PM","H",9,0,"No"
"CXAUQ_11132",1635,"M",42,"TAS","Urban","Equipment","Tablet_Android",29,"6:00 PM - 12:00 AM","L",23,0,"No"
"CXAUQ_12594",148,"F",44,"QLD","Urban","Apparel","Phone_Android",31,"6:00 AM - 12:00 PM","H",18,0,"No"
"CXAUQ_10481",92,"F",35,"QLD","Rural","Apparel","Phone_iOS",16,"6:00 AM - 12:00 PM","H",27,0,"No"
"CXAUQ_11470",948,"F",34,"NSW","Rural","Equipment","Tablet_iOS",13,"6:00 AM - 12:00 PM","L",11,0,"No"
"CXAUQ_10169",1064,"M",32,"QLD","Urban","Equipment","Phone_iOS",10,"6:00 AM - 12:00 PM","L",2,4,"Yes"
"CXAUQ_11555",114,"F",34,"SA","Rural","Apparel","Phone_iOS",17,"6:00 AM - 12:00 PM","L",13,0,"No"
"CXAUQ_11798",1047,"M",38,"QLD","Rural","Equipment","Phone_Android",25,"6:00 PM - 12:00 AM","L",20,0,"No"
"CXAUQ_10620",454,"M",26,"VIC","Rural","Apparel","Tablet_iOS",7,"12:00 PM - 6:00 PM","L",13,0,"No"
"CXAUQ_12601",334,"F",20,"NSW","Urban","Equipment","Phone_iOS",20,"12:00 PM - 6:00 PM","L",18,0,"No"
